#duplicate files:
#duplicate species:
#2 Anophryoides haemophila, Strain AH6
Thalassiosira-oceanica-CCMP1005.nt	THALASSIOSIRA-OCEANICA-CCMP1005	159749
Thalassiosira-rotula-CCMP3096.nt	THALASSIOSIRA-ROTULA-CCMP3096	49265
Thalassiosira-rotula-GSO102.nt	THALASSIOSIRA-ROTULA-GSO102	49265
Thalassiosira-weissflogii-CCMP1010.nt	THALASSIOSIRA-WEISSFLOGII-CCMP1010	67004
Thalassiosira-weissflogii-CCMP1336.nt	THALASSIOSIRA-WEISSFLOGII-CCMP1336	67004
Thalassiothrix-antarctica-L6_D1.nt	THALASSIOTHRIX ANTARCTICA, STRAIN L6-D1	1049557
Thraustochytrium-sp-LLF1b.nt	THRAUSTOCHYTRIUM-SP-LLF1B	1112570
Undescribed-sp-CCMP2097.nt	UNDESCRIBED-SP-CCMP2097	483370
Undescribed-sp-CCMP2098.nt	UNDESCRIBED-SP-CCMP2098	483369
Undescribed-sp-CCMP2293.nt	UNDESCRIBED-SP-CCMP2293	697907
Undescribed-sp-CCMP2436.nt	UNDESCRIBED-SP-CCMP2436	483367
Undescribed-sp-D1.nt	UNDESCRIBED-SP-D1	136419
Undescribed-sp-isolateNY0313808BC1.nt	UNDESCRIBED-SP-ISOLATENY0313808BC1	96639
Undescribed-undescribed-CCMP2298.nt	UNDESCRIBED-UNDESCRIBED-CCMP2298	483371
Vaucheria-litorea-CCMP2940.nt	VAUCHERIA LITOREA, STRAIN CCMP2940	109269
MMETSP0009.nt	GRAMMATOPHORA OCEANICA, STRAIN CCMP 410	210454
MMETSP0010.nt	CORETHRON HYSTRIX, STRAIN 308	216773
MMETSP0011.nt	RHODOSORUS MARINUS	101924
MMETSP0013.nt	SKELETONEMA COSTATUM, STRAIN 1716	2843
MMETSP0014.nt	NITZSCHIA SP.	2857
MMETSP0015.nt	ODONTELLA	2838
MMETSP0017.nt	CYLINDROTHECA CLOSTERIUM	2856
MMETSP0018.nt	URONEMA SP., STRAIN BBCIL	35107
MMETSP0033.nt	DOLICHOMASTIX TENUILEPIS, STRAIN CCMP3274	195969
MMETSP0034.nt	NEPHROSELMIS PYRIFORMIS, STRAIN CCMP717	156128
MMETSP0038.nt	CRYPTOMONAS PARAMECIUM	2898
MMETSP0039.nt	EUTREPTIELLA GYMNASTICA	73025
MMETSP0040.nt	LOTHARELLA OCEANICA, STRAIN CCMP622	641309
MMETSP0041.nt	LOTHARELLA GLOBOSA, STRAIN LEX01	91324
MMETSP0042.nt	LOTHARELLA AMOEBIFORMIS, STRAIN CCMP2058	168855
MMETSP0043.nt	HEMISELMIS ANDERSENII, STRAIN CCMP644	464988
MMETSP0044.nt	OXYRRHIS MARINA, STRAIN CCMP1788	2969
MMETSP0045.nt	BIGELOWIELLA NATANS, STRAIN CCMP 2755	753081
MMETSP0046.nt	GUILLARDIA THETA CCMP2712	905079
MMETSP0047.nt	CHROOMONAS MESOSTIGMATICA_CF, STRAIN CCMP1168	195065
MMETSP0052.nt	POLYTOMELLA PARVA, STRAIN SAG 63-3	51329
MMETSP0063.nt	CHLAMYDOMONAS EURYALE, STRAIN CCMP219	327068
MMETSP0109.nt	CHLORARACHNION REPTANS, STRAIN CCCM449	29199
MMETSP0110.nt	GYMNOCHLORA SP., STRAIN CCMP2014	629695
MMETSP0113.nt	NORRISIELLA SPHAERICA, STRAIN BC52	91329
MMETSP0114.nt	GONIOMONAS SP, STRAIN M	31324
MMETSP0115.nt	BICOSOECID SP, STRAIN MS1	33651
MMETSP0123.nt	FAVELLA EHRENBERGII, STRAIN FEHREN 1	182087
MMETSP0125.nt	ARISTEROSTOMA SP., STRAIN ATCC 50986	485358
MMETSP0126.nt	STROMBIDINOPSIS ACUMINATUM, STRAIN SPMC142	141414
MMETSP0127.nt	PLATYOPHRYA MACROSTOMA, STRAIN WH	938130
MMETSP0151.nt	PARAMOEBA ATLANTICA, STRAIN 621-1 - CCAP 1560-9	200890
MMETSP0160.nt	ODONTELLA SINENSIS, STRAIN GRUNOW 1884	2839
MMETSP0161.nt	NEOPARAMOEBA AESTUARINA, STRAIN SOJABIO B1-5-56-2	180227
MMETSP0164.nt	COCCOLITHUS PELAGICUS SSP BRAARUDI, STRAIN PLY182G	221442
MMETSP0166.nt	VANNELLA ROBUSTA, STRAIN DIVA3 518-3-11-1-6	95228
MMETSP0168.nt	VANNELLA SP., STRAIN DIVA3 517-6-12	95228
MMETSP0173.nt	VEXILLIFERA SP., STRAIN DIVA3 564-2	218659
MMETSP0186.nt	MINCHINIA CHITONIS	262233
MMETSP0190.nt	ROSALINA SP.	37353
MMETSP0191.nt	SORITES SP.	126664
MMETSP0196.nt	ALEXANDRIUM FUNDYENSE, STRAIN CCMP1719	2932
MMETSP0200.nt	CHAETOCEROS SP., STRAIN GSL56	947934
MMETSP0208.nt	STROMBIDIUM INCLINATUM, STRAIN S3	197538
MMETSP0209.nt	LITONOTUS PICTUS, STRAIN P1	665100
MMETSP0210.nt	CONDYLOSTOMA MAGNUM, STRAIN COL2	40633
MMETSP0211.nt	PSEUDOKERONOPSIS SP., STRAIN OXSARD2	311385
MMETSP0213.nt	EUPLOTES HARPA, STRAIN FSP1.4	151035
MMETSP0216.nt	PROTOCRUZIA ADHERENS, STRAIN BOCCALE	223996
MMETSP0223.nt	AKASHIWO SANGUINEA, STRAIN CCCM 885	143672
MMETSP0224.nt	TOGULA JOLLA, STRAIN CCCM 725	285029
MMETSP0225.nt	THORACOSPHAERA HEIMII, STRAIN CCCM 670 (=CCMP 1069)	2923
MMETSP0227.nt	POLARELLA GLACIALIS, STRAIN CCMP 1383	89957
MMETSP0228.nt	PROTOCERATIUM RETICULATUM, STRAIN CCCM 535 (=CCMP 1889)	133427
MMETSP0229.nt	PYROCYSTIS LUNULA, STRAIN CCCM 517	2972
MMETSP0251.nt	PROROCENTRUM MICANS, STRAIN CCCM 845	2945
MMETSP0252.nt	PROROCENTRUM LIMA, STRAIN CCMP 684	39448
MMETSP0253.nt	NOCTILUCA SCINTILLANS	2966
MMETSP0286.nt	CHRYSOCHROMULINA POLYLEPIS, STRAIN UIO037	72548
MMETSP0287.nt	CHRYSOCHROMULINA ROTALIS, STRAIN UIO044	412157
MMETSP0288.nt	ALVEOLATA SP., STRAIN CCMP3155	348535
MMETSP0290.nt	CHROMERA VELIA, STRAIN CCMP2878	505693
MMETSP0308.nt	GLOEOCHAETE WITROCKIANA, STRAIN SAG 46.84	38269
MMETSP0312.nt	COMPSOPOGON COERULEUS, STRAIN SAG 36.94	31354
MMETSP0313.nt	PORPHYRIDIUM AERUGINEUM, STRAIN SAG 1380-2	2792
MMETSP0315.nt	RHODOSORUS MARINUS, STRAIN UTEX LB 2760	101924
MMETSP0319.nt	SKELETONEMA MARINOI, STRAIN SM1012HELS-07	267567
MMETSP0320.nt	SKELETONEMA MARINOI, STRAIN SM1012DEN-03	267567
MMETSP0321.nt	LEPTOCYLINDRUS DANICUS VAR. DANICUS, STRAIN B650	163516
MMETSP0322.nt	LEPTOCYLINDRUS DANICUS VAR. APORA, STRAIN B651	163516
MMETSP0327.nt	PSEUDO-NITZSCHIA DELICATISSIMA, STRAIN B596	44447
MMETSP0328.nt	ALEXANDRIUM MINUTUM	39455
MMETSP0329.nt	PSEUDO-NITZSCHIA ARENYSENSIS, STRAIN B593	697910
MMETSP0372.nt	LANKESTERIA ABBOTTI	340204
MMETSP0380.nt	ALEXANDRIUM TAMARENSE, STRAIN CCMP1771	2926
MMETSP0397.nt	CYCLOPHORA TENUIS, STRAIN ECT3854	216820
MMETSP0398.nt	AMPHIDINIUM CARTERAE, STRAIN CCMP1314	2961
MMETSP0405.nt	TRICHOSPHAERIUM SP, STRAIN AM-I-7 WT	498012
MMETSP0413.nt	FILAMOEBA NOLANDI, STRAIN NC-AS-23-1	136452
MMETSP0417.nt	MAYORELLA SP, STRAIN BSH-02190019	242541
MMETSP0418.nt	ASTROSYNE RADIATA, STRAIN 13VI08-1A	1158023
MMETSP0419.nt	TETRASELMIS SP., STRAIN GSL018	582737
MMETSP0420.nt	PESSONELLA SP.	498008
MMETSP0437.nt	SEXANGULARIA SP.	1486928
MMETSP0439.nt	STEREOMYXA RAMOSA, STRAIN CHINC5	1078864
MMETSP0447.nt	STYGAMOEBA REGULATA, STRAIN BSH-02190019	1042828
MMETSP0448.nt	HETEROCAPSA TRIQUESTRA, STRAIN CCMP 448	66468
MMETSP0449.nt	STROMBIDIUM RASSOULZADEGANI, STRAIN RAS09	1082188
MMETSP0463.nt	STROMBIDINOPSIS SP, STRAIN SOPSISLIS2011	181622
MMETSP0467.nt	MESODINIUM PULEX, STRAIN SPMC105	283647
MMETSP0472.nt	TIARINA FUSUS, STRAIN LIS	693140
MMETSP0484.nt	RHODOMONAS LENS, STRAIN RHODO	354590
MMETSP0491.nt	TETRASELMIS CHUII, STRAIN PLY429	63592
MMETSP0503.nt	HETEROCAPSA ROTUNDATA, STRAIN SCCAP K-0483	89963
MMETSP0578.nt	SKELETONEMA GRETHEA, STRAIN CCMP 1804	267565
MMETSP0580.nt	DACTYLIOSOLEN FRAGILISSIMUS	1118495
MMETSP0593.nt	SKELETONEMA JAPONICUM, STRAIN CCMP2506	267983
MMETSP0661.nt	ALEXANDRIUM MARGALEFI, STRAIN AMGDE01CS-322	109239
MMETSP0689.nt	AMPHIDINIUM MASSARTII, STRAIN CS-259	160604
MMETSP0693.nt	THALASSIONEMA NITZSCHIOIDES, STRAIN UNKNOWN	33649
MMETSP0713.nt	ASTERIONELLOPSIS GLACIALIS	33640
MMETSP0758.nt	PERCOLOMONAS COSMOPOLITUS, STRAIN AE-1 (ATCC 50343)	63605
MMETSP0759.nt	PERCOLOMONAS COSMOPOLITUS, STRAIN WS	63605
MMETSP0766.nt	GAMBIERDISCUS AUSTRALES, STRAIN CAWD 149	439317
MMETSP0780.nt	PALPITOMONAS BILIX	652834
MMETSP0784.nt	GYMNODINIUM CATENATUM GC744	39447
MMETSP0785.nt	BOLIDOMONAS PACIFICA, STRAIN CCMP 1866	91992
MMETSP0786.nt	THALASSIONEMA FRAUENFELDII, STRAIN CCMP 1798	186022
MMETSP0789.nt	RHIZOSOLENIA SETIGERA, STRAIN CCMP 1694	3005
MMETSP0790.nt	ALEXANDRIUM CATENELLA, STRAIN OF101	2925
MMETSP0794.nt	STEPHANOPYXIS TURRIS, STRAIN CCMP 815	515487
MMETSP0795.nt	AMOEBOPHRYA SP., STRAIN AMEOB2	88552
MMETSP0796.nt	PYRODINIUM BAHAMENSE, STRAIN PBAHA01	73915
MMETSP0797.nt	DINOPHYSIS ACUMINATA, STRAIN DAEP01	47934
MMETSP0798.nt	MYRIONECTA RUBRA, STRAIN CCMP2563	283649
MMETSP0799.nt	GEMINIGERA CRYOPHILA, STRAIN CCMP2564	46947
MMETSP0800.nt	STRIATELLA UNIPUNCTATA, STRAIN CCMP2910	210618
MMETSP0803.nt	CRUSTOMASTIX STIGMATA, STRAIN CCMP3273	195967
MMETSP0804.nt	TETRASELMIS ASTIGMATICA, STRAIN CCMP880	1074897
MMETSP0806.nt	PRASINODERMA COLONIALE, STRAIN CCMP1413	156133
MMETSP0816.nt	PROBOSCIA INERMIS, STRAIN CCAP1064-1	420281
MMETSP0929.nt	OSTREOCOCCUS MEDITERRANEUS, STRAIN CLADE-D-RCC2572	548131
MMETSP0930.nt	OSTREOCOCCUS MEDITERRANEUS, STRAIN CLADE-D-RCC1621	548131
MMETSP0932.nt	OSTREOCOCCUS MEDITERRANEUS, STRAIN CLADE-D-RCC2596	548131
MMETSP0933.nt	OSTREOCOCCUS PRASINOS, STRAIN BCC99000	548131
MMETSP0936.nt	OSTREOCOCCUS MEDITERRANEUS, STRAIN CLADE-D-RCC2573	548131
MMETSP0937.nt	OSTREOCOCCUS MEDITERRANEUS, STRAIN CLADE-D-RCC2593	548131
MMETSP0938.nt	OSTREOCOCCUS MEDITERRANEUS, STRAIN CLADE-D-RCC1107	548131
MMETSP0939.nt	OSTREOCOCCUS LUCIMARINUS, STRAIN CLADE-A-BCC118000	548131
MMETSP0941.nt	PRASINOCOCCUS CAPSULATUS, STRAIN CCMP1194	156131
MMETSP0942.nt	CAFETERIA ROENBERGENSIS, STRAIN E4-10	33653
MMETSP1018.nt	ANOPHRYOIDES HAEMOPHILA, STRAIN AH6	46462
MMETSP1019.nt	ANOPHRYOIDES HAEMOPHILA, STRAIN AH6	46462
MMETSP1039.nt	SKELETONEMA MARINOI, STRAIN FE7	267567
MMETSP1040.nt	SKELETONEMA MARINOI, STRAIN FE60	267567
MMETSP1041.nt	HEMISELMIS ANDERSENII, STRAIN CCMP439	464988
MMETSP1042.nt	HEMISELMIS ANDERSENII, STRAIN CCMP1180	464988
MMETSP1043.nt	HEMISELMIS ANDERSENII, STRAIN CCMP441	464988
MMETSP1047.nt	RHODOMONAS SALINA, STRAIN CCMP1319	52970
MMETSP1048.nt	HANUSIA PHI, STRAIN CCMP325	3032
MMETSP1049.nt	PROTEOMONAS SULCATA, STRAIN CCMP704	77928
MMETSP1050.nt	CRYPTOMONAS CURVATA, STRAIN CCAP979-52	233186
MMETSP1052.nt	BIGELOWIELLA NATANS, STRAIN CCMP623	227086
MMETSP1054.nt	BIGELOWIELLA NATANS, STRAIN CCMP1259	227086
MMETSP1055.nt	BIGELOWIELLA NATANS, STRAIN CCMP1258.1	227086
MMETSP1057.nt	CYCLOTELLA MENEGHINIANA, STRAIN CCMP 338	29205
MMETSP1058.nt	DETONULA CONFERVACEA, STRAIN CCMP 353	83371
MMETSP1059.nt	THALASSIOSIRA SP., STRAIN FW	35127
MMETSP1060.nt	PSEUDO-NITZSCHIA PUNGENS, STRAIN CF. CINGULATA	37318
MMETSP1061.nt	PSEUDO-NITZSCHIA PUNGENS, STRAIN CF. PUNGENS	37318
MMETSP1062.nt	DITYLUM BRIGHTWELLII, STRAIN POP1 (SS4)	49249
MMETSP1063.nt	DITYLUM BRIGHTWELLII, STRAIN POP2 (SS10)	49249
MMETSP1064.nt	AULACOSEIRA SUBARCTICA , STRAIN CCAP 1002-5	202472
MMETSP1065.nt	AMPHIPRORA PALUDOSA, STRAIN CCMP125	265537
MMETSP1066.nt	COSCINODISCUS WAILESII, STRAIN CCMP2513	671091
MMETSP1067.nt	THALASSIOSIRA PUNCTIGERA, STRAIN TPUNCT2005C2	265564
MMETSP1070.nt	MINUTOCELLUS POLYMORPHUS, STRAIN NH13	265543
MMETSP1071.nt	THALASSIOSIRA SP., STRAIN NH16	35127
MMETSP1080.nt	MICROMONAS SP, STRAIN CCMP1646	38833
MMETSP1081.nt	PYRAMIMONAS AMYLIFERA, STRAIN CCMP720	36882
MMETSP1085.nt	PYCNOCOCCUS SP, STRAIN CCMP1998	41879
MMETSP1086.nt	CYANOPTYCHE  GLOEOCYSTIS , STRAIN SAG4.97	77921
MMETSP1094.nt	CHRYSOCHROMULINA BREVIFILUM, STRAIN UTEX LB 985	156173
MMETSP1095.nt	CHROMULINA NEBULOSA, STRAIN UTEXLB2642	96789
MMETSP1096.nt	CHRYSOCHROMULINA ERICINA, STRAIN CCMP281	156174
MMETSP1098.nt	SPUMELLA ELONGATA, STRAIN CCAP 955-1	89044
MMETSP1100.nt	PHAEOCYSTIS ANTARCTICA, STRAIN CARON LAB ISOLATE	33657
MMETSP1101.nt	RHODOMONAS ABBREVIATA, STRAIN CARON LAB ISOLATE	46948
MMETSP1102.nt	GEMINIGERA SP., STRAIN CARON LAB ISOLATE	49646
MMETSP1103.nt	PARAPHYSOMONAS BANDAIENSIS, STRAIN CARON LAB ISOLATE	36769
MMETSP1104.nt	CAFETERIA SP., STRAIN CARON LAB ISOLATE	33652
MMETSP1105.nt	OCHROMONAS SP., STRAIN BG-1	2985
MMETSP1106.nt	MANTONIELLA ANTARCTICA, STRAIN SL-175	81844
MMETSP1107.nt	PARAPHYSOMONAS VESTITA, STRAIN GFLAGA	36770
MMETSP1110.nt	SYMBIODINIUM SP., STRAIN CCMP421	174948
MMETSP1114.nt	NEOBODO DESIGNIS, STRAIN CCAP 1951-1	312471
MMETSP1147.nt	LESSARDIA ELONGATA, STRAIN SPMC 104	210733
MMETSP1148.nt	GYRODINIUM DOMINANS, STRAIN SPMC 103	285985
MMETSP1160.nt	PINGUIOCOCCUS PYRENOIDOSUS, STRAIN CCMP2078	172671
MMETSP1161.nt	PICOCHLORUM OKLAHOMENSIS, STRAIN CCMP2329	249345
MMETSP1162.nt	PHAEOCYSTIS SP, STRAIN CCMP2710	33656
MMETSP1163.nt	PHAEOMONAS PARVA, STRAIN CCMP2877	124430
MMETSP1164.nt	CHRYSOREINHARDIA SP, STRAIN CCMP2950	1104430
MMETSP1165.nt	CHRYSOCYSTIS FRAGILIS, STRAIN CCMP3189	284809
MMETSP1166.nt	CHRYSOREINHARDIA SP, STRAIN CCMP3193	1104430
MMETSP1167.nt	MALLOMONAS SP, STRAIN CCMP3275	2988
MMETSP1169.nt	PYRAMIMONAS OBOVATA, STRAIN CCMP722	36882
MMETSP1170.nt	SARCINOCHRYSIS SP, STRAIN CCMP770	54406
MMETSP1171.nt	HELICOTHECA TAMENSIS, STRAIN CCMP826	374046
MMETSP1172.nt	TIMSPURCKIA OLIGOPYRENOIDES, STRAIN CCMP3278	708627
MMETSP1173.nt	RHIZOCHROMULINA MARINA CF, STRAIN CCMP1243	1034831
MMETSP1174.nt	DICTYOCHA SPECULUM, STRAIN CCMP1381	35687
MMETSP1175.nt	TRICERATIUM DUBIUM, STRAIN CCMP147	1003142
MMETSP1176.nt	SYNEDROPSIS RECTA CF, STRAIN CCMP1620	265551
